product_idea,potential_market,trend_of_demand,market_acceptance,stability_of_demand,label
milk tea business,20,12,40,20,1
milk tea business,20,12,40,20,1
milk tea business,20,12,40,20,1
milk tea business,152,12.17,40.27145614,-6.666666667,0
milk tea business,20,12,40,20,1
milk tea business,26,12.17,40.16,15,1
milk tea business,564,8.42,40.3,-34.05,0
milk tea business,133,11.33,40.31,61.67,1
milk tea business,20,12,40,20,1
milk tea business,931,11.67,40.29,31,1
milk tea business,20,12,40,20,1
milk tea business,20,12,40,20,1
milk tea business,22,12.17,40,20,1
milk tea business,20,12,40,20,1
milk tea business,122,11,40.33775556,-38.33333333,0
milk tea business,20,12,40,20,1
milk tea business,25,12.08,40.33,15,1
milk tea business,20,12,40,20,1
milk tea business,20,12,40,20,1
milk tea business,113,12.33,40.3,96.92,1
milk tea business,20,12,40,20,1
milk tea business,20,12,40,20,1
milk tea business,20,12,40,20,1
milk tea business,20,12,40,20,1
milk tea business,20,12,39.78,20,1
milk tea business,20,11.92,40.38,-80,0
milk tea business,20,12,40,20,1
milk tea business,20,12,40,20,1
milk tea business,20,12,40,20,1
milk tea business,20,12,40,20,1
milk tea business,20,12,40,20,1
milk tea business,20,12,40,20,1
milk tea business,20,12,40,20,1
milk tea business,20,12,40,20,1
milk tea business,20,12,40,20,1
movie marathon,92,11.25,40.32,-26.67,0
music store,48,12.25,40.46,20,1
music store,20,12,40,20,1
music store,22,12,40.67,15,1
music store,20,12,40,20,1
music store,22,12,40.95,15,1
music store,4448,8,40.38,85.17,1
music store,29,11.42,40.45,-80,0
music store,24,11.83,40.5,70,1
music store,20,11.83,40.23,-80,0
music store,21,12.08,40.17,15,1
music store,3219,23.25,40.41,117.37,1
music store,22,12.08,39.91,15,1
music store,20,12,40,20,1
music store,20,12,40,20,1
music store,28,12.33,40.5,70,1
music store,19649,-561.75,40.28,-68.34,0
music store,20,12,40.25,20,1
music store,20,12,40,20,1
music store,50,11.42,40.69,-80,0
music store,65445,-512.83,40.42,-62.59,0
music store,20,12,39.63,15,1
music store,90,12.08,40.71,220,1
music store,33,11.67,40.22,20,1
music store,147,12,40.03,20,1
music store,20,12,40,20,1
music store,20,12,40,20,1
music store,20,12,40,20,1
onesie,40,11.83,40.39,70,1
onine tutoring business,20,12,40,20,1
online fashion botique,20,12.08,39.73,20,1
online fashion botique,25,11.67,40.37,-80,0
online fashion botique,57873,-7,40.29,13.54,0
online fashion botique,20,12,40,20,1
online fashion botique,20,12,40,20,1
online fashion botique,20,12,40,20,1
online fashion botique,153,13.58,40.31,720,1
online fashion botique,20,12,40,20,1
online fashion botique,22,12.5,39.83,420,1
online fashion botique,20,12,40,20,1
online fashion botique,20,12.08,40,20,1
online fashion botique,20,12,40,20,1
online fashion botique,453,10.33,40.23,-18.24,0
online fashion botique,1017,15.42,40.27,141.88,1
online fashion botique,24,11.75,40.37,-80,0
online fashion botique,20,12,40,20,1
online fashion botique,23,12.08,39.8,20,1
online fashion botique,20,12,40,20,1
online fashion botique,59263,-290.17,40.29,-55.26,0
online fashion botique,20,12,40,20,1
online fashion botique,20,12,40,20,1
online fashion botique,32,12,40.72,15,1
online fashion botique,20,12,40,20,1
online fashion botique,20,12,40,20,1
online fashion botique,94,12.25,40.25,260,1
online fashion botique,20,12,40,20,1
online fashion botique,2788,-0.67,40.29,-18.38,0
online fashion botique,3779,13.92,40.4,29.09,1
online fashion botique,20,12.08,40,20,1
online fashion botique,724,11.92,40.21,9.19,0
online fashion botique,24,12,40.31,20,1
online fashion botique,8718,-10.67,40.19,0.58,0
online fashion botique,20,12,40,20,1
online fashion botique,207,11.33,40.29,-63.33,0
online fashion botique,21,12.08,40,20,1
online fashion botique,56,11.58,40.45,-26.15,0
online fashion botique,20,12,40,20,1
online fashion botique,150652,57.5,40.41,101.16,1
online fashion botique,20,12,40,20,1
online fashion botique,20,12,40,20,1
online fashion botique,1215,12.08,40.29,105.94,1
online fashion botique,161,11.58,40.37,-51.43,0
online fashion botique,20,12,40,20,1
online fashion botique,20,11.92,40.15,-80,0
online fashion botique,720,4.75,40.38,-71.75,0
online fashion botique,77,11.58,40.38,-42.5,0
online fashion botique,23,12.08,40.34,20,1
online fashion botique,20,12,40,20,1
online fashion botique,20,12,40,20,1
online fashion botique,20,12,40.38,20,1
online fashion botique,910,12.92,40.24,-28.81,0
online fashion botique,20,12,40,20,1
online fashion botique,76,12.08,40.22,15,1
online fashion botique,22,12.25,40,20,1
online fashion botique,219,12.42,40.26,36.67,1
online fashion botique,25,12.08,40.49,15,1
online fashion botique,39,12,40.84,20,1
online fashion botique,1148,25.08,40.3,13.33,0
online fashion botique,20,12.08,40.69,20,1
online fashion botique,59,12.42,40.33,920,1
online fashion botique,21,12,40.8,20,1
online fashion botique,20,12,40,20,1
online fashion botique,20,12,40,20,1
online fashion botique,20,12,40,20,1
online fashion botique,9405,105.33,40.29,0.3,0
online fashion botique,20,12,40,20,1
online fashion botique,20,12,40,20,1
online fashion botique,20,12,40,20,1
online fashion botique,20,12,40,20,1
online fashion botique,246,12.08,40.12,20,1
online fashion botique,21,12.42,40.11,220,1
online fashion botique,20,12,40,20,1
online fashion botique,20,12,40,20,1
online fashion botique,61,12,40.39,-60,0
online fashion botique,22,12,40.45,20,1
online fashion botique,373,18.5,40.08,214.59,1
online fashion botique,1344,14.5,40.26,126.67,1
online fashion botique,146,13,40.12,45,1
online fashion botique,1344,14.5,40.25850325,126.6666667,1
online fashion botique,6502,9,40.36,261.51,1
online fashion botique,20,12,40,20,1
online fashion botique,19565,-89.25,40.29,-77.69,0
online fashion botique,308,12.5,40.37,14.12,0
online fashion botique,68,14.42,39.92,142.22,1
online fashion botique,20,12.08,40.36,20,1
online fashion botique,24,12.17,40.19,-30,0
online fashion botique,20,12,40,20,1
online fashion botique,20,12,40,20,1
online fashion botique,20,12.08,39.93,-80,0
online fashion botique,47,11.92,40.65,-80,0
online fashion botique,20,12,40,20,1
online fashion botique,50,12.5,40.35,70,1
online fashion botique,10828,104.92,40.29,62.21,1
online fashion botique,3101,-17.42,40.23,-68.81,0
online fashion botique,20,12,40,20,1
online fashion botique,307,11.92,40.55,20,1
online fashion botique,207,10.75,40.24,-25,0
online fashion botique,20,12,40,20,1
online fashion botique,4205,18.17,40.29,-10,0
online fashion botique,20,12,40,20,1
online fashion botique,21,12.08,40.85,20,1
online fashion botique,20,12,40,20,1
online fashion botique,21,11.92,39.24,-80,0
online fashion botique,128,12.67,40.11,20,1
online fashion botique,20,12,40,20,1
online fashion botique,20,12,40,20,1
online fashion botique,20,12,40,20,1
online fashion botique,2685,28.17,40.06,-54.36,0
online fashion botique,20,12,40,20,1
online fashion botique,20,12,40,20,1
online fashion botique,21,12,40.88,20,1
online fashion botique,40,12.5,40.1665,20,1
online fashion botique,50,12.17,40.11,20,1
online fashion botique,42,11.92,40.13,20,1
online fashion botique,20,12.08,40,20,1
online fashion botique,520,16.17,40.3,-14.62,0
online fashion botique,10269,-6.33,40.24,9.42,0
online fashion botique,20,12,40,20,1
online fashion botique,20,12,40,20,1
online fashion botique,20,12,40,20,1
online fashion botique,20,12,40,20,1
online fashion botique,312,13.08,40.34,274.55,1
online fashion botique,20,12,40,20,1
online fashion botique,23,12,40.76,320,1
online fashion botique,129,11.25,40.39,83.64,1
online fashion botique,22,12.08,40.49,20,1
online fashion botique,5173,23.08,40.25,84.45,1
online fashion botique,32,12,40.42,-80,0
online fashion botique,105,10.67,39.48,-80,0
online fashion botique,20,12,40,20,1
online fashion botique,20,12,40,20,1
online fashion botique,771,14.92,40.26,345,1
online fashion botique,20,12.08,40,20,1
online fashion botique,20,12,40,20,1
online fashion botique,22,12,40,20,1
online fashion botique,1489,7.67,40.26,-13.47,0
online fashion botique,20,12,40,20,1
online fashion botique,20,12,40,20,1
online fashion botique,794,11.5,40.29,58.64,1
online fashion botique,23,11.92,40.54,20,1
online fashion botique,24,11.83,40.12,70,1
online fashion botique,24,12,39.96,-80,0
online fashion botique,20,12,40,20,1
online fashion botique,153,12.58,40.18,3.33,0
online fashion botique,48,12.17,40.77,20,1
online fashion botique,20,12,40,20,1
online gambling business,206,10.5,40.13,23.33,1
online tutoring business,69,12.83,40.11,120,1
online tutoring business,20,12,40,20,1
online tutoring business,20,11.92,40.63,-80,0
online tutoring business,196,9,40.35,-80,0
online tutoring business,20,12,40,20,1
online tutoring business,20,12,40,20,1
online tutoring business,20,12,40,20,1
online tutoring business,20,12,40,20,1
online tutoring business,293,11.5,40.08,32.5,1
online tutoring business,20494,15.5,40.35,38443.08,1
online tutoring business,26,12.08,40.05,15,1
online tutoring business,4894,22.17,40.26,26.25,1
online tutoring business,20,12,40,20,1
online tutoring business,381,13.83,40.5,162.86,1
online tutoring business,20,12,40,20,1
online tutoring business,20,12,40,20,1
online tutoring business,20,12,40.74,20,1
online tutoring business,20,12,40,20,1
online tutoring business,20,12,39.11,20,1
online tutoring business,14269,24.33,40.29,33.14,1
online tutoring business,52,11.58,40.45,-22.86,0
online tutoring business,51,12,40.54,20,1
online tutoring business,20,12,40,20,1
online tutoring business,20,12,40,20,1
online tutoring business,392,11.5,40.08,2.42,0
online tutoring business,705,10.75,40.16,42.5,1
online tutoring business,20,12,40,20,1
online tutoring business,20,12,40,20,1
online tutoring business,23,12.17,39.51,15,1
online tutoring business,20,12,40,20,1
online tutoring business,45,11.58,40.71,-80,0
online tutoring business,474,7.83,40.15,11.07,0
online tutoring business,38,11.5,40.42,-46.67,0
online tutoring business,72,12.08,40.27,-5,0
online tutoring business,28,12,40.75,20,1
online tutoring business,20,12,40.28,20,1
online tutoring business,20,12,40,20,1
online tutoring business,78,11.67,40.44,-80,0
online tutoring business,565,11.5,40.3,433.33,1
online tutoring business,6245,-36.67,40.12,14.39,0
online tutoring business,20,12,40,20,1
online tutoring business,24,12,39.92,15,1
online tutoring business,23,11.92,40.1,20,1
online tutoring business,1718,7.67,40.21,-17.29,0
online tutoring business,41,12.67,40.23,15,1
online tutoring business,20,12,40,20,1
online tutoring business,1655,6.25,40.5,50.63,1
online tutoring business,34,12.33,40.49,-80,0
online tutoring business,1561,9.08,40.21,126.49,1
online tutoring business,1997,16.92,40.25,53.77,1
online tutoring business,20,12,40,20,1
online tutoring business,21,11.92,40,-80,0
online tutoring business,115732,8.92,40.34,411.36,1
online tutoring business,20,12,40,20,1
online tutoring business,292,12.58,40.31,15,1
online tutoring business,249,11.17,40.17,-13.33,0
online tutoring business,1676,14.92,40.36,110.91,1
online tutoring business,20,12,40,20,1
online tutoring business,9233,13.75,40.23,11.58,0
online tutoring business,425,11.92,40.37,44.39,1
online tutoring business,3952,-5.92,40.25,-30.28,0
online tutoring business,328,11.17,40.25,213.75,1
online tutoring business,5431,32.92,40.35,300.08,1
online tutoring business,35,12,40.04,1120,1
online tutoring business,164,12.33,40.27,90.59,1
online tutoring business,20,12,40,20,1
online tutoring business,508,10.42,39.91,54.62,1
online tutoring business,20,11.92,40.05,-80,0
online tutoring business,903,9.83,40.16,30.64,1
online tutoring business,39886,25.92,40.33,163.57,1
online tutoring business,164,11.08,40.29,45,1
online tutoring business,20,12,40,20,1
online tutoring business,20,12,40,20,1
online tutoring business,6021,-43.92,40.21,-39.57,0
online tutoring business,10520,-65.67,40.23,-56.61,0
online tutoring business,20,12,40,20,1
online tutoring business,28,12,40.65,120,1
online tutoring business,26,11.75,39.58,-46.67,0
online tutoring business,998,-8.75,40.24,-70.59,0
online tutoring business,20,12,40,20,1
online tutoring business,1353,14.08,40.22,7.65,0
online tutoring business,180,11.67,40.4,-46.67,0
online tutoring business,20,12,40,20,1
online tutoring business,163,10.42,40.32,-27.62,0
online tutoring business,20,12,40,20,1
online tutoring business,20,12,39.66,15,1
online tutoring business,45,11.92,40.24,-80,0
online tutoring business,219,9.92,40.11,-17.5,0
online tutoring business,40,12.5,40.09,20,1
online tutoring business,20,12.08,40,20,1
online tutoring business,607,6.42,40.25,-27.79,0
online tutoring business,127824,-218.33,40.41,238.9,0
online tutoring business,21,12,40,20,1
online tutoring business,64,11.75,40.21,136.67,1
online tutoring business,42,12,39.93,15,1
online tutoring business,248,11.67,40.35,-80,0
online tutoring business,33,12.08,40.64,620,1
online tutoring business,20,12,40,20,1
online tutoring business,156,13,40.24,-1.43,0
online tutoring business,486,9.83,40.42,-29.02,0
organic shop,179,11.17,40.1,-74.44,0
organic shop,20,12,40,20,1
organic shop,20,12,40,20,1
organic shop,21,12.17,40.92,20,1
organic shop,20,12,40,20,1
organic shop,32,11.83,40.69,-80,0
organic shop,20,12,40,20,1
parking business,29,12.17,40.3,15,1
pawn shop,23,11.92,40.16,20,1
pawn shop,20,12,40,20,1
personal shopping services,20,12,40,20,1
personal shopping services,20,12,40,20,1
personal shopping services,375,12.58,40.35,46.09,1
personal shopping services,84,11.67,40.34,10,0
personal shopping services,20,12,40,20,1
personal shopping services,827,9.17,40.41,18.59,1
personalized gift business,20,12,40,20,1
personalized gift business,20,12,40,20,1
personalized gift business,260,11.83,40.56,386.67,1
personalized gift business,20,12,40,20,1
personalized gift business,21,12.08,40.23,15,1
personalized gift business,20,12,40.31,-80,0
personalized gift business,20,12,40,20,1
personalized gift business,20,12,40,20,1
personalized gift business,20,12,40,20,1
personalized gift business,1186,12.83,40.75,282.5,1
personalized gift business,912,12.75,40.64,960,1
personalized gift business,20,12,40,20,1
personalized gift business,20,12,40,20,1
personalized gift business,20,12,40,20,1
personalized gift business,20,12,40.46,20,1
pest control services,3191,13.25,40.26,36.73,1
pet shop,22,11.83,40,-80,0
pet shop,20,12,40,20,1
pet shop,20,12,40,20,1
pet shop,633,14,40.36,41.05,1
pet shop,1534,6.33,40.26,-4.18,0
pet shop,54,12,40.34232,20,1
pet shop,55,12.67,40.09,-55,0
pet shop,9469,3.75,40.21,21.87,1
pet shop,32,12.17,40.48,20,1
pet shop ,20,12.08,40.18,20,1
pet shop ,20,12,40,20,1
pet shop ,46,12.17,40.14,320,1
pet shop ,159167,-206.92,40.28,85.61,0
plant shop,20,12,40,20,1
plant shop,20,12,40.93,15,1
plant shop,67,12.5,40.25,20,1
plant shop,20,12,40,20,1
plant shop,9020,123,40.22,56.33,1
plant shop,277,12,40.3,-20.91,0
plant shop,39,11.92,40.15,120,1
plant shop,20,12,40,20,1
plant shop,20,12,40,20,1
plant shop,23,12.08,40.62,20,1
plant shop,22,12,40.81,20,1
plant shop,30,11.75,40.23,-55,0
plant shop,20,12,40.3,-80,0
plant shop,20,12,40,20,1
plant shop,3272,15.25,40.41,67.87,1
plant shop,16598,-210.33,40.32,-48.58,0
plant shop,21,12.17,40.14,20,1
plant shop,55,10.67,40.41,4.21,0
plant shop,1120,-3.25,40.25,-63.33,0
plant shop,20,12,40,20,1
plant shop,20,12,40,20,1
plant shop,40,12,40.22,-13.33,0
plant shop,20,12,39.15,15,1
plant shop,36,12,40.83,20,1
plant shop,268,10.92,40.31,240,1
plant shop,593,11.17,40.33,11.8,0
plant shop,20,12,40,20,1
plant shop,52,11.5,40.53,-63.33,0
plant shop,71,11.92,40.27,-80,0
plastic manufacture company,1576,4.5,40.24,-39.88,0
plastic manufacture company,20,12,40,20,1
poultry shop,22,11.92,40.06,-80,0
poultry shop,20,12,40,20,1
poultry shop,109,11.25,40.41,20,1
poultry shop,20,12,40,20,1
poultry shop,21,12,40.49,20,1
poultry shop,20,12,40,20,1
poultry shop,20,12,40,20,1
poultry shop,7566,-2.42,40.3,-12.43,0
poultry shop,25,12,40.34,370,1
poultry shop,20,12,40.64,15,1
poultry shop,46,11.83,40.2,-80,0
poultry shop,3946,10.58,40.27,-9.55,0
poultry shop,24,11.67,39.95,20,1
poultry shop,425,11.75,40.09,129.09,1
poultry shop,20,12,40,20,1
poultry shop,20,12,40,20,1
poultry shop,25,11.75,40.32,-5,0
poultry shop,20,12,40,20,1
poultry shop,20,12,40,20,1
poultry shop,20,12.08,40.78,20,1
poultry shop,425,11.75,40.09204801,129.0909091,1
poultry shop,323,11.58,40.4,140,1
poultry shop,20,12.08,39.69,15,1
poultry shop,21,12.08,40.75,20,1
poultry shop,72,11.92,39.98,220,1
restaurant,20,12,40,20,1
restaurant,20,12,40,20,1
restaurant,20,12.08,39.7268,20,1
restaurant,179,12.25,40.44,15,1
restaurant,20,12,40,20,1
restaurant,20,12,40,20,1
restaurant,32,12.42,40.47,120,1
restaurant,20,12,40,20,1
restaurant,183,12.42,40.26,920,1
restaurant,37,11.75,40.39,20,1
restaurant,20,12,40,20,1
restaurant,59,11.5,40.27,-30,0
restaurant,20,12,40,20,1
restaurant,20,12,40,20,1
restaurant,20,12,40,20,1
restaurant,27,11.58,40.17,-65.71,0
restaurant,295,12.33,40.38,55.48,1
restaurant,20,12.08,40,20,1
restaurant,288,13.33,40.3,114.12,1
restaurant,20,12,40,20,1
restaurant,20,12,40,20,1
restaurant,31,12.25,40.24,15,1
restaurant,20,12,40,20,1
restaurant,3090,8.17,40.32,3.57,0
restaurant,25,12.08,40.05,-30,0
restaurant,20,12,40,20,1
restaurant,158,12.17,40.4,353.33,1
restaurant,104,12.17,40.17,53.33,1
restaurant,20,12,40,20,1
restaurant,48,12,40.59,20,1
restaurant,20,12,40,20,1
restaurant,47,12.08,40.24,120,1
restaurant,20,12,40,20,1
restaurant,20,12,40,20,1
restaurant,20,12,40,20,1
restaurant,20,12,40,20,1
restaurant,20,12,40,20,1
restaurant,20,12,40,20,1
restaurant,20,12,40,20,1
restaurant,20,12,40,20,1
restaurant,20,12,40,20,1
restaurant,20,12,40,20,1
restaurant,20,12,40,20,1
restaurant,20,12,40,20,1
restaurant,20,11.92,40.79,-80,0
restaurant,111,11.75,40.48,34.29,1
restaurant,1454,20.08,40.24019458,12.76315789,0
restaurant,20,12,40,20,1
restaurant,26,11.92,40.35,220,1
restaurant,20,12,40,20,1
restaurant,23,12.08,40,20,1
restaurant,20,12,40,20,1
restaurant,603,10.25,40.29,5.06,0
restaurant,20,12,40,20,1
restaurant,20,12,40,20,1
restaurant,196,12.33,40.17,136.67,1
restaurant,52,12.25,40.2,-40,0
restaurant,20,12,40,20,1
restaurant,20,12,40,20,1
restaurant,49,12,40.28,15,1
restaurant,20,12,40,20,1
restaurant,20,12,40,20,1
restaurant,1106,8.17,40.14,-32.86,0
restaurant,1244,6.83,40.22,-31.04,0
restaurant,126,11.25,40.28,12.31,0
restaurant,20,12,40,20,1
restaurant,20,11.92,39.35,-80,0
restaurant,48,12.33,40.39,370,1
restaurant,39,11.83,40.21,70,1
restaurant,86,12.33,40.05,20,1
restaurant,20,12,40,20,1
restaurant,21,11.92,40.19,-80,0
restaurant,20,12,40,20,1
restaurant,20,12,40,20,1
restaurant,20,12,40,20,1
restaurant,20,12,40,20,1
restaurant,468,11.92,40.24,75.17,1
restaurant,82,11.92,40.56,220,1
restaurant,20,12,40,20,1
restaurant,41,11.5,40.24,-30,0
restaurant,20,12,40,20,1
restaurant,163,11,40.25,-14.38,0
restaurant,20,12,40,20,1
restaurant,20,12,40,20,1
restaurant,20,12,40,20,1
restaurant,60,12.08,40.21990769,20,1
restaurant,20,12,40.84,15,1
restaurant,22,12.25,40.86,20,1
restaurant,27,12.42,40.32,15,1
restaurant,20,12,40,20,1
restaurant,93,12.25,40.27,-71.67,0
restaurant,65,12.25,40.04,15,1
restaurant,25,12,40,15,1
restaurant,20,12,40,20,1
restaurant,20,12,40,20,1
restaurant,41,11.92,40.22,53.33,1
restaurant,20,12,40,20,1
restaurant,20,12,40,20,1
restaurant,20,12,40,20,1
restaurant,21,12.08,40,20,1
restaurant,20,12,40,20,1
restaurant,20,12,40,20,1
school supply business,199,11.42,40.21,-5,0
school supply business,196,11.58,40.19,37.65,1
school supply business,35608,-61.33,40.22,57.99,0
school supply business,2060,11.5,40.11,178.43,1
school supply business,14403,-78.58,40.27,-58.46,0
school supply business,183,14,40.56,-13.33,0
school supply business,20,12,40,20,1
school supply business,450,12.08,40.26,20,1
school supply business,6769,-32.5,40.38,-62.24,0
school supply business,22,12.25,40.82,20,1
school supply business,324,10.67,40.13,1.08,0
school supply business,26,12,40.84,20,1
school supply business,20,12,40,20,1
school supply business,20,12.08,39.84,20,1
school supply business,20,12,40,20,1
school supply business,1331,18.83,40.15,139.35,1
school supply business,43,12.08,40.29,15,1
school supply business,39,12.42,40.21,15,1
school supply business,21,11.83,40,-80,0
school supply business,20,12,40,20,1
school supply business,1069,9.33,40.09,70,1
school supply business,20,12,40.46,15,1
school supply business,95,12.33,40.32,280,1
school supply business,20,12,40,20,1
school supply business,20,12,40,20,1
school supply business,20099,-56,40.26,1.17,0
school supply business,6155,-10,40.25,85.83,0
school supply business,20,12,40,20,1
school supply business,21,12,40,-80,0
school supply business,32,12.08,40.01,320,1
school supply business,35,11.67,40.52,-55,0
school supply business,6936,-73.33,40.39,-77.59,0
school supply business,20,12,40,20,1
school supply business,20,12,40,20,1
school supply business,46,12.08,40.31,-55,0
school supply business,136,10.83,40.31,120,1
school supply business,1283,21.67,40.33,-38.73,0
school supply business,822,18.58,40.19,313.1,1
school supply business,244,13.42,40.3,280,1
school supply business,27,11.83,40.76,-80,0
school supply business,33,11.33,40.21,-80,0
school supply business,20,12,40,20,1
school supply business,21,12.08,40,20,1
school supply business,47767,-166.17,40.19,-47.05,0
school supply business,29,12.42,40.89,20,1
school supply business,22,11.83,39.24,-80,0
school supply business,20,12,40,20,1
school supply business,20,12,40,20,1
school supply business,20,12,40,20,1
school supply business,669,10.33,40.27,30.53,1
school supply business,827,3.08,40.39,-48.7,0
school supply business,617,7.5,40.35,-17.17,0
school supply business,865,13.83,40.24,322.86,1
school supply business,274,9.33,40.27,17.14,1
school supply business,31,12.25,40.3,15,1
school supply business,263,15.17,40.24,-56.47,0
school supply business,20,12,40,20,1
school supply business,82,12.25,40.45,-46.67,0
seafood shop,20,12,40,20,1
seafood shop,20,11.92,40.87,-80,0
seafood shop,20,12,40,20,1
seafood shop,20,12.08,40,20,1
seafood shop,20,12,40,20,1
seafood shop,67,11,40.34,-61.25,0
seafood shop,20,12.08,40.1027,20,1
seafood shop,20,12,40,20,1
seafood shop,20,11.92,40.32,-80,0
seafood shop,20,12,40,20,1
seafood shop,20,12,40,20,1
seafood shop,123,11.17,40.37,-66.96,0
seafood shop,46,11.92,40.41,20,1
seafood shop,40,12.08,40.24,-30,0
seafood shop,63,12.17,40.37,15,1
seafood shop,42,12,40.77,15,1
seafood shop,21,12.08,40,20,1
seafood shop,20,12.08,39.62,20,1
seafood shop,90,12.92,40.26,-13.33,0
seafood shop,20,12,40,20,1
seafood shop,20,12,40,20,1
seafood shop,20,12,40,20,1
seafood shop,971,3.33,40.26,-48.42,0
seafood shop,461,12.42,40.26,25.13,1
seafood shop,33,11.67,40.31,-22.86,0
seafood shop,25,12.33,40.41,20,1
seafood shop,20,12,40,20,1
seafood shop,22,11.92,40.64,-80,0
seafood shop,256,11.25,40.22,-42.22,0
seafood shop,20,12,40,20,1
seafood shop,20,12,40,20,1
seafood shop,27,11.92,40,-80,0
seafood shop,20,12,40,20,1
seafood shop,21,12.08,40.21,15,1
seafood shop,20,12,40,20,1
seafood shop,39,11.83,40.13,-80,0
seafood shop,20,12,40,20,1
seafood shop,151,11.75,40.28,-13.33,0
seafood shop,20,12,40,20,1
seafood shop,20,12,40,20,1
seafood shop,196,11.33,40.24,103.33,1
seafood shop,92,11.83,40.06,353.33,1
seafood shop,800,4.33,40.18,-65.4,0
seafood shop,20,12,40,20,1
seafood shop,20,12,40,20,1
seafood shop,21,11.92,40.52,-80,0
seafood shop,20,12,40,20,1
seafood shop,20,12,40,20,1
sex toy store,20,12,40,20,1
sex toy store,20,12,40,20,1
sex toy store,1363,13.67,40.23,330.87,1
sex toy store,20,12,40,20,1
sex toy store,24,12,40.77,15,1
sex toy store,20,12,40,20,1
shoe business,20,12,40,20,1
shoe business,785,13,40.2,29.09,1
shoe business,21,12.08,40.85,20,1
shoe business,20,12,40,20,1
souvenir shop,20,12,40,20,1
souvenir shop,76,11.92,40.48,57.5,1
souvenir shop,45,12.17,40.25,15,1
spa,20,12,40,20,1
spa,58,10.75,40.54,-73.33,0
spa,6885,9,40.25,32.3,1
spa,2112,8.83,40.02,19.54,1
spa,20,12,40,20,1
spa,20,12,40,20,1
spa,20,12,40,20,1
spa,20,12,40,20,1
spa,20,12,40,20,1
spa,20,12,40,20,1
spa,20,12,40,20,1
spa,91,12.5,40.11,34.29,1
spa,20,12.08,40.08,20,1
spa,470,10.5,40.1,20,1
spa,20,12,40,20,1
spa,20,12,40,20,1
spa,58,12.83,40.39,20,1
spa,20,12,40,20,1
swimming lesson business,201,10.67,40.43,-43.64,0
t-shirt printing business,299,12.67,40.39,70,1
t-shirt printing business,25,11.83,40.38,-30,0
t-shirt printing business,9973,46.25,40.32,105.3,1
t-shirt printing business,20,12.08,40,20,1
t-shirt printing business,20,12,40,20,1
t-shirt printing business,20,12,40,20,1
t-shirt printing business,3666,-28,40.08,0.58,0
t-shirt printing business,20,12,40,20,1
tailor shop,20,12,40,20,1
tattoo studio,25,12,39.36,15,1
tattoo studio,6430,17.33,40.2,386.67,1
tattoo studio,20,12,40.89,20,1
tattoo studio,20,12,40,20,1
tattoo studio,22,12,40,15,1
tattoo studio,20,12,40,20,1
tattoo studio,20,12,40,20,1
tattoo studio,7144,12.75,40.29,279.47,1
tech and accessories shop,23,12.17,40.28,15,1
tech and accessories shop,838,9,40.35,-11.58,0
tech and accessories shop,27,12,40.92,15,1
tech and accessories shop,297,13.17,40.18,6.49,0
tech and accessories shop,21,12,40.04,15,1
tech and accessories shop,24,11.92,40.36,-46.67,0
tech and accessories shop,20,12,40,20,1
tech and accessories shop,154,12.58,40.41,370,1
tech and accessories shop,509,12,40.2,25,1
tech and accessories shop,20,12,40,20,1
tech and accessories shop,21,12.17,40,20,1
tech and accessories shop,20,12,40,20,1
tech and accessories shop,20,12,40,20,1
tech and accessories shop,56225,13.75,39.84,132880,1
tech and accessories shop,20,12,40,20,1
tech and accessories shop,20,12,40,20,1
tech and accessories shop,40,12,40.6,15,1
tech and accessories shop,107,11.75,39.85,48,1
tech and accessories shop,20,12.17,40.86,20,1
tech and accessories shop,21,11.92,40.19,20,1
tech and accessories shop,20,12,40,20,1
tech and accessories shop,20,12,40,20,1
tech and accessories shop,1423,9.67,40.42,22,1
tech and accessories shop,23,12.17,40.51,20,1
tech and accessories shop,862,14.25,40.27,79.09,1
tech and accessories shop,216,11.5,40.16,-50.83,0
tech and accessories shop,22,11.83,40.78,-30,0
tech and accessories shop,20,12,40.72,20,1
tech and accessories shop,20,12,40,20,1
tech and accessories shop,20,12,40,20,1
tech and accessories shop,32624,-69.5,40.23,12.17,0
tech and accessories shop,20,12,40,20,1
tech and accessories shop,20,12,40,20,1
tech and accessories shop,45,11.75,40.59,-67.5,0
tech and accessories shop,20,12,40,20,1
tech and accessories shop,854,6.75,40.22,-57.33,0
tech and accessories shop,38,11.83,40.19,95,1
tech and accessories shop,20,12,40,20,1
tech and accessories shop,21,12.08,40.69,20,1
tech and accessories shop,111,12.75,40.08,70,1
tech and accessories shop,196,10.08,40.09,-56.92,0
tech and accessories shop,219,16,40.4,15,1
tech and accessories shop,104,11.25,40.17,-30,0
tech and accessories shop,20,12,40,20,1
tech and accessories shop,2553,11.42,40.3,48.89,1
tech and accessories shop,38,11.75,40.61,-46.67,0
tech and accessories shop,20,12,40,20,1
tech and accessories shop,675,12,40.17,0.95,0
tech and accessories shop,960,7.67,40.18,38.58,1
tech and accessories shop,20,12,40,20,1
tech and accessories shop,20,12,40,20,1
tech and accessories shop,20,12,40,20,1
tech and accessories shop,20,12,40,20,1
tech and accessories shop,20,12,40,20,1
tech and accessories shop,541,17.75,40.21,86.67,1
tech and accessories shop,22,12,39.87,15,1
tech and accessories shop,20,12,40,20,1
