market_acceptance,stability_of_demand,trend_of_demand,potential_market,label,product_idea
40.30,15.00,12.17,29,1,car park
40.03,-80.00,12.00,36,0,oxygen tank
40.13,36.67,14.42,337,1,hoard
40.00,20.00,12.00,20,1,book system
40.04,-68.57,10.17,364,0,water supply
40.16,-77.92,-205.42,10199,0,restriction
40.14,370.00,12.08,260,1,biodiversity
40.16,19354.62,15.17,20970,1,clearance
40.73,27.43,14.33,3995,1,inspiration
40.07,25.88,11.33,56,1,skateboard
40.23,-68.81,-17.42,3101,0,hoodie
40.01,15.00,12.58,48,1,globalization
40.10,520.00,12.17,57,1,grab driver
40.00,20.00,12.00,20,1,class management
40.23,-55.00,11.75,30,0,botany
40.17,20.00,11.83,90,1,cornflake
40.00,20.00,12.00,20,1,desk inspection
40.77,120.00,11.92,23,1,creamsilk
40.00,20.00,12.00,20,1,contoversy
40.00,20.00,12.00,20,1,budget print
40.00,20.00,12.00,20,1,photo camp
40.14,-33.33,12.17,63,0,amendment
40.06,36.46,17.92,1994,1,awareness
40.54,-26.25,11.83,4167,0,milestone
40.09,-60.00,11.58,33,0,monthly salary
40.09,20.00,11.75,27,1,lighthouse
40.00,20.00,12.00,20,1,class suspention
40.00,20.00,12.00,20,1,community reservation
40.21,-80.00,11.33,33,0,narrator
40.26,-37.14,12.25,47,0,anvil
40.53,-80.00,-63.17,5006,0,headwear
40.24,-1.43,13.00,156,0,vocabulary
40.42,-80.00,11.83,203,0,colonialism
40.00,20.00,12.00,20,1,forestry program
40.22,-13.33,11.92,51,0,corset
40.33,920.00,12.42,59,1,tuxedo
40.11,-30.00,10.42,130,0,quarantine facility
40.37,24.31,-6.33,13466,0,actor
40.31,25.26,27.50,1850,1,snack
40.29,-80.00,12.00,34,0,meeting room
40.23,-56.61,-65.67,10520,0,education
40.00,28.82,86.75,7898,1,military
39.24,-80.00,11.83,22,0,cover book
40.00,20.00,12.00,20,1,class presentation
40.45,-46.67,11.83,30,0,bombshell
40.00,20.00,12.00,20,1,comedian board
40.78,58.68,44.00,23588,1,blessing
40.23,330.87,13.67,1363,1,sentiment
40.03,-28.21,8.75,4122,0,lawmaker
40.69,320.00,11.92,24,1,walkman
40.19,0.58,-10.67,8718,0,mode
40.32,-34.39,9.25,394,0,lightstick
40.09,20.00,12.50,40,1,cybersecurity
40.31,686.67,12.42,152,1,flight attendant
40.45,20.00,12.17,23,1,passcode
40.17,0.47,9.83,1984,0,bomb
40.25,89.54,-19.58,12513,0,quarantine
40.17,-56.47,10.58,31,0,quarantine pass
39.85,48.00,11.75,107,1,dial tone
40.25,-80.00,13.58,43,0,mitsubishi
40.11,-17.50,9.92,219,0,enrollment
40.00,20.00,12.00,22,1,screengrab
40.25,403.78,12.17,1012,1,privacy
40.33,-4.62,4.33,2107,0,poster
40.20,98.95,12.50,444,1,helmet
40.45,-46.67,12.25,82,0,booklet
40.24,95.00,11.58,298,1,dentist
39.75,70.00,13.08,131,1,corpse
40.20,25.00,12.00,509,1,skyline
40.41,243.08,11.42,208,1,cassette
40.00,20.00,12.00,20,1,salesforce manager
40.36,110.91,14.92,1676,1,academy
40.32,-79.19,-99.50,6588,0,ownership
40.35,17.13,15.08,2630,1,recovery
39.96,20.00,12.00,29,1,beatification
40.80,20.00,12.00,21,1,kangaroo hoodie
39.97,-70.34,-209.25,10455,0,democracy
40.37,-80.00,11.67,25,0,armband
40.31,-13.33,14.50,222,0,christmas song
39.93,0.00,12.08,36,0,public market
40.00,20.00,12.00,20,1,enforcement team
40.06,28.33,12.67,348,1,cargo
40.28,28.00,12.83,408,1,prediction
40.00,20.00,12.00,20,1,uinion bank
40.24,-25.00,10.75,207,0,starter pack
40.47,3.48,-22.67,13451,0,interest
40.18,-21.67,3.50,1433,0,wifi
40.25,35.56,11.08,1055,1,planet
40.32,15.00,12.58,98,1,sweatshirt
40.44,176.76,12.17,1160,1,chemistry
40.31,35.38,12.92,347,1,armpit
40.23,15.45,12.00,742,1,rooftop
40.26,-4.18,6.33,1534,0,panda
40.00,20.00,12.00,20,1,monster shop
40.87,-80.00,11.92,20,0,octupus
40.46,91.05,13.58,733,1,impression
40.28,25.48,8.08,1623,1,radio
40.69,9.29,24.75,2490,0,reward
40.67,-3.33,63.25,9345,0,opportunity
40.44,-80.00,11.67,78,0,theology
40.19,-80.00,12.08,30,0,convention center
40.46,-20.00,13.42,192,0,testament
40.15,720.00,12.25,349,1,hookup
40.06,172.38,10.58,196,1,computation
40.06,-54.36,28.17,2685,0,suspension
39.74,-39.22,7.25,1456,0,prison
39.84,15.00,12.08,23,1,sleep pattern
40.32,67.62,11.00,111,1,purifier
40.50,20.00,10.75,588,1,musician
40.29,-41.74,5.50,718,0,luxury
40.49,-79.41,-729.25,54509,0,gesture
39.76,20.00,12.00,22,1,frame maker
40.27,-62.26,7.50,470,0,exhibition
40.30,48.89,11.42,2553,1,gallery
40.65,120.00,12.00,28,1,project management
40.31,120.00,10.83,136,1,calligraphy
40.00,20.00,12.00,20,1,fitness studio
40.21,86.67,17.75,541,1,photo shoot
39.81,-42.50,14.08,153,0,enforcer
40.08,-59.31,21.33,1244,0,healthcare system
40.14,-67.21,-408.92,37151,0,virus
40.42,15.00,12.00,20,1,operation team
40.30,-13.33,12.83,74,0,capricorn
40.13,-80.00,11.83,21,0,waltermart
40.26,-37.95,3.58,1271,0,insurance
40.40,-7.24,10.17,3209,0,essential
40.85,15.00,12.67,32,1,gift card
40.32,69.12,31.50,1802,1,engineer
40.22,114.34,14.33,820,1,maintenance
40.08,220.00,12.08,71,1,field trip
40.36,261.51,9.00,6502,1,jean
40.00,20.00,12.00,20,1,brown sugar smoothie
40.37,-80.00,11.75,24,0,yukata
39.49,15.00,12.08,20,1,roast chicken
40.36,720.00,12.08,59,1,chestnut
40.32,105.30,46.25,9973,1,shirt
40.35,-11.58,9.00,838,0,smartphone
40.19,-20.00,15.58,413,0,tequila
39.52,20.00,12.08,21,1,cake roll
40.61,20.00,12.00,52,1,tamarind candy
40.28,-2.22,12.25,137,0,cheeseburger
40.38,20.00,12.00,20,1,sweater for kid
40.22,240.00,13.00,107,1,macaroni
40.24,-30.00,12.08,40,0,fish and chip
40.43,706.05,15.67,1527,1,photocard
40.00,20.00,12.00,20,1,tune kimchi
40.00,20.00,12.00,20,1,tuna onigiri
40.00,20.00,12.00,20,1,fry rice and miso
40.00,20.00,12.00,20,1,fry rice and tocino
40.24,103.33,11.33,196,1,taho
40.01,20.00,12.00,23,1,vape juice
40.27,0.00,-9.67,24934,0,table
40.23,58.00,11.25,564,1,suka
40.34,61.67,12.17,165,1,cold brew
40.26,345.00,14.92,771,1,sweater
40.26,0.00,10.75,287,0,mouse
40.44,2.69,12.17,559,0,piano
40.25,-52.73,11.08,75,0,resistance band
40.00,20.00,12.00,20,1,diwali dessert
40.45,-25.45,11.75,159,0,siopao
40.84,20.00,12.00,39,1,nutcracker outfit
40.34,20.00,12.00,85,1,rice cooker
40.25,20.00,12.00,20,1,toffee nut frappe
40.00,20.00,12.00,20,1,skincare and exercise equipment
40.65,-80.00,11.92,47,0,cotton shirt
40.19,-30.00,12.17,24,0,raincoat
40.06,20.00,12.25,38,1,coffee and cookie
40.26,-20.00,12.25,87,0,coffee bean
40.17,-7.27,11.67,63,0,cinnamon roll
40.33,33.64,11.25,753,1,tarp
40.40,70.00,12.58,53,1,chocolate chip cookie
40.35,-68.95,-29.83,5710,0,raman
40.34,1.63,14.42,2211,0,fuel
40.14,-12.89,10.83,3526,0,vehicle
40.45,-55.00,12.42,151,0,trunk
40.30,120.00,11.67,83,1,empanada
40.43,39.23,12.00,341,1,watercolor
40.00,20.00,12.00,20,1,cheese and cracker
40.23,15.00,13.42,37,1,christmas tree
40.21,34.94,6.25,1563,1,eyeglass
40.00,20.00,12.00,20,1,fitness supplement
40.00,20.00,12.00,20,1,baloon and sunflower
40.00,20.00,12.00,20,1,fry bangus
40.29,16.67,15.42,1565,1,underwear
40.00,20.00,12.00,20,1,fry chicken leg
40.03,20.00,12.00,147,1,musical instrument
40.22,220.00,12.08,66,1,lemon tea
40.18,20.00,12.00,51,1,red popper
40.32,-48.58,-210.33,16598,0,plant
40.00,20.00,12.00,20,1,coco plant pole
40.00,20.00,12.00,52,1,treacle tart
40.00,20.00,12.00,20,1,that is cream and donut
40.38,-80.00,11.92,21,0,beef tripe
40.00,20.00,12.00,20,1,pillow sheet
40.15,20.00,11.25,99,1,spicy chicken
40.00,20.00,12.00,20,1,beef and seafood with lobia rice
40.64,20.00,12.00,72,1,coffee and bread
40.25,56.96,17.42,2324,1,bacon
40.32,20.00,12.00,156,1,pork rib
40.00,20.00,12.00,20,1,nacho chip
40.46,20.00,12.50,39,1,cold brew coffee
40.41,90.91,11.75,940,1,postcard
40.40,353.33,12.17,158,1,laksa
40.83,20.00,12.00,36,1,coco pole
40.00,20.00,12.00,20,1,snorlax pillow
40.31,70.00,12.08,153,1,cold beer
40.00,-30.00,11.83,64,0,vibrator
40.00,20.00,12.00,20,1,choco pandesal
40.00,20.00,12.00,20,1,chocolate champorado
40.00,20.00,12.00,20,1,chicken pork afritada
40.00,20.00,12.08,20,1,christmas decoration
40.76,20.00,12.00,125,1,skittle candle jar
40.00,20.00,12.00,20,1,chicken and sauce in spicy rice
40.00,20.00,12.00,20,1,ceillin vita therapy mask
40.00,20.00,12.00,20,1,sio mai
40.34,20.00,12.17,48,1,soap dispenser
40.11,-80.00,12.00,43,0,chicken cordon
40.49,20.00,12.00,301,1,oversized jersey
40.00,20.00,12.00,20,1,coffee fudge sundae
40.38,-44.68,-45.17,8524,0,cola
40.28,77.60,32.17,9064,1,board
40.13,20.00,11.92,42,1,halloween costume
40.12,20.00,12.08,246,1,bandana
40.00,20.00,12.00,20,1,honey lemon popcorn
40.00,20.00,12.00,20,1,phone camrea
40.27,-66.21,10.17,1550,0,flashlight
40.00,20.00,12.00,20,1,logo t shirt
40.27,20.00,12.08,36,1,lightband
40.26,40.46,-16.08,86390,0,car
40.00,20.00,12.00,20,1,vacation in baguio
40.57,20.00,19.08,353,1,yuletide
39.64,20.00,12.08,20,1,bile reflux
40.68,15.00,12.17,32,1,debut party
40.04,-80.00,12.17,22,0,oven toaster
40.00,20.00,12.00,20,1,indiana jones movie
40.35,70.00,12.50,50,1,crop top
40.00,20.00,12.00,20,1,toast coffee fry egg saba
40.00,20.00,12.00,20,1,merch album light stick dvd
40.02,-55.00,12.08,29,0,toaster
40.00,20.00,12.00,20,1,3d debut
40.56,-22.11,11.42,217,0,birthday party
40.00,20.00,12.08,21,1,mandelic acid
39.24,20.00,12.08,20,1,mefenamic acid
40.00,20.00,12.00,20,1,oven toaster bake lemon pepper chicken thigh with baked veggie potato apple salad
40.00,20.00,12.00,20,1,crop top denim hoodie jacket
40.00,20.00,12.00,20,1,lip gloss cheek tint
40.32,124.55,30.08,1011,1,necklace
40.22,7.65,14.08,1353,0,thesis
40.00,20.00,12.00,20,1,playstation boargame
40.17,-35.36,8.92,421,0,cigarette
40.25,20.00,12.17,20,1,acid trip
40.19,-80.00,12.58,42,0,blonde hair
40.32,-21.38,9.58,281,0,tobacco
40.00,20.00,12.00,20,1,crowdfunde for filipino
40.48,20.00,12.08,20,1,aloe bay
40.00,20.00,12.00,20,1,non thesis master program
40.00,20.00,12.00,20,1,croc post malone
40.00,20.00,12.00,20,1,croc platform
40.38,-30.00,11.67,59,0,aloe
40.00,20.00,12.00,20,1,daddy arcade
40.00,20.00,12.00,20,1,crochet tutorial
40.00,20.00,12.00,20,1,crochet creation
40.92,20.00,12.17,21,1,natural aloe vera
40.60,20.00,12.08,20,1,crochet bucket
40.63,20.00,12.33,30,1,kojic
40.20,29.09,13.00,785,1,croc
40.00,20.00,12.00,20,1,breakfast with view
40.00,20.00,12.00,20,1,crocodile meat that is cream
40.00,20.00,12.00,20,1,alfonso bacardi gold captain morgan
40.00,20.00,12.00,20,1,customize croc
40.04,20.00,12.00,27,1,french toast
40.00,-80.00,11.92,21,0,yakult chuckie
40.39,-40.00,12.00,28,0,aloe vera
40.27,-7.78,11.67,74,0,yakult
40.00,20.00,12.00,20,1,arce dairy avocado that is cream
40.04,15.00,12.17,31,1,yakult lemonade
40.24,-28.81,12.92,910,0,wallet
40.00,20.00,12.00,20,1,alfonso jack daniels bacardi
40.00,20.00,12.00,20,1,french toast chicken sandwich
40.00,20.00,12.00,20,1,crisp chocolate that is cream
40.00,20.00,12.00,20,1,arcade movie
40.50,120.00,12.25,29,1,yakisoba
40.43,20.00,12.25,31,1,iphone 12 pro
40.00,20.00,12.00,20,1,banana chip dip in chocolate snack
40.27,-7.78,11.67,74,0,yakult
40.00,20.00,12.00,20,1,black coffee green tea
40.00,20.00,12.00,20,1,archie comic book
40.00,20.00,12.00,20,1,cross country via motorcycle
40.00,20.00,12.00,20,1,almondigas and pan fried liempo
40.00,20.00,12.00,20,1,debut stram on twitch
40.00,20.00,12.00,20,1,acrylic on canvas and digital
40.14,20.00,12.17,21,1,sunflower seed
40.43,-55.00,10.50,159,0,acrylic paint
40.00,20.00,12.00,20,1,acrylic and aerosol paint
40.00,20.00,12.00,20,1,acrylic with digital
40.28,-30.00,11.50,62,0,lettuce
40.81,20.00,12.00,22,1,alocasia amazonica
40.33,20.00,12.58,39,1,brew coffee
40.00,20.00,12.00,20,1,cruff product
40.00,20.00,12.00,20,1,jimin dicon magazine
40.00,20.00,12.00,20,1,crosscut fry and bread roll
40.00,20.00,12.00,20,1,hyp acidity
40.00,20.00,12.00,20,1,acetic acid in vinegar
40.00,20.00,12.00,20,1,pain reliever for sore wrist
40.25,15.00,12.67,124,1,aquarium
40.37,-80.00,11.42,98,0,cinnamon bread
40.76,20.00,12.08,20,1,transient house
40.98,20.00,12.25,26,1,sintra mini board
40.27,177.63,15.00,1228,1,steak
40.00,20.00,12.00,20,1,cystic acne scar
40.00,20.00,12.00,20,1,acner scar
40.40,20.00,12.08,47,1,private resort
40.00,20.00,12.00,20,1,acne surgery
40.00,20.00,12.00,20,1,dog biscuit
40.74,20.00,12.17,26,1,super dry hair
40.64,-49.23,11.33,78,0,skin care product
40.00,20.00,12.00,20,1,bacon and sausage sandwich homemade protein smoothie
40.00,20.00,12.00,20,1,thrift fashion
40.09,20.00,12.08,35,1,decaf
40.00,20.00,12.00,20,1,bike and eat
40.23,1283.96,-8.83,39698,0,bike
40.00,20.00,12.00,20,1,dog service
40.32,30.39,11.92,1935,1,basketball
40.79,-80.00,11.83,28,0,thai food
40.31,-80.00,11.83,37,0,water dispenser
40.28,30.53,11.83,453,1,hardware
40.00,20.00,12.00,20,1,bracelet and necklace
40.32,1.75,10.75,2162,0,crypto
40.19,53.33,12.25,43,1,parlor
40.76,20.00,12.17,23,1,cream cheese cheesecake
40.29,100.56,13.67,533,1,wax
40.00,20.00,12.00,20,1,cream cheese sour cream
40.00,20.00,12.00,20,1,hyaluronic acid
40.00,20.00,12.00,20,1,that is cream cake
40.65,-80.00,11.92,33,0,strawberry cream
40.00,20.00,12.00,20,1,cream dory oyster prawn salmon
40.00,20.00,12.00,20,1,that is cream bavarian donut
40.00,20.00,12.00,20,1,cream coffee crumble yogurt fruit salad
40.00,20.00,12.00,20,1,cream
40.49,820.00,12.17,64,1,apron
40.00,20.00,12.00,20,1,donut cake sweet
40.22,-23.67,-31.08,7339,0,chicken
40.45,20.00,12.00,21,1,thrift clothe
40.29,20.00,12.08,20,1,cream time
40.00,20.00,12.00,20,1,alexander mcqueen thrift shoe
40.30,82.09,-8.42,29420,0,ebook
40.00,20.00,12.00,20,1,tocino sinangag
40.00,20.00,12.00,20,1,tocino barbeque
40.21,-35.56,12.25,84,0,tocino
40.37,-37.14,11.83,39,0,hamburger
40.00,20.00,12.00,20,1,homemade yellow pickled daikon bibimbap gyudon
40.00,20.00,12.00,20,1,chocolate that is cold
40.00,20.00,12.00,20,1,tocino fry rice egg
40.00,20.00,12.17,24,1,crinkle monster
40.38,-71.75,4.75,720,0,bucket hat
40.00,20.00,12.00,20,1,nut salad
40.30,-14.62,16.17,520,0,sock
40.00,20.00,12.08,21,1,sharksfin
40.00,20.00,12.00,20,1,baked crinkle and cheesy kani
40.26,58.89,11.33,105,1,crinkle
40.13,-80.00,11.58,78,0,crema
40.00,20.00,12.00,20,1,fruity cake
40.36,-46.67,11.92,24,0,smart phone
40.26,41.88,9.75,203,1,electronic
40.38,420.00,12.58,326,1,creme
40.26,20.00,12.08,212,1,creme brulee
40.34,-43.94,12.67,2103,0,sticker
40.41,67.87,15.25,3272,1,code
39.89,15.00,12.33,34,1,facial wash
40.00,20.00,12.00,20,1,coffee ride
40.00,20.00,12.00,20,1,coffee book
40.33,242.22,15.08,287,1,lumpia
40.36,-42.50,11.33,110,0,deodorant
40.51,9.47,11.67,184,0,hot chocolate
40.00,20.00,12.00,20,1,hot chocolate putobumbong
40.41,20.00,12.00,20,1,coffee chocolate
40.29,20.00,12.17,27,1,cup cake
40.00,20.00,12.00,20,1,salt caramel frappe
40.00,20.00,12.00,20,1,bed bath
40.75,20.00,12.17,21,1,facial care
40.00,20.00,12.00,20,1,cup sleeve photocard
40.00,20.00,12.00,20,1,hongkong style milk tea
40.22,-13.33,12.00,40,0,eucalyptus
40.00,20.00,12.17,20,1,crab and corn
40.68,20.00,12.75,48,1,virtual christmas party
40.00,20.00,12.00,20,1,clean service
40.00,20.00,12.00,20,1,blendable and pigment lip tint
40.12,-60.00,12.58,116,0,tinola
40.00,20.00,12.00,20,1,cup noodle liquor
40.00,20.00,12.00,20,1,buttermilk pancake plus bacon plus free range scramble egg plus long black coffee
40.84,15.00,12.00,20,1,japanese cuisine
40.00,20.00,12.00,20,1,pancake icecream
40.00,20.00,12.00,20,1,culinary baking class
39.35,-80.00,11.92,20,0,chinese cuisine
40.00,20.00,12.00,20,1,handsfree masturbator
40.00,20.00,12.00,20,1,dollhouse photobook
40.30,20.00,12.25,24,1,bluetooth headset
40.00,20.00,12.00,20,1,rgb gaming accessory
40.23,15.00,12.67,41,1,physical therapy
39.80,20.00,12.08,23,1,black high cut converse shoe
40.36,20.00,12.08,20,1,football sock
40.28,15.00,12.08,21,1,curler
40.63,-60.00,11.92,31,0,bakeshop
40.67,20.00,12.00,27,1,sketchnote
40.21,14.74,10.17,692,0,faceshield
40.00,20.00,12.25,29,1,custard parfait
40.00,20.00,12.08,21,1,custard donut
40.32,-11.13,8.42,697,0,potato
40.32,3.57,8.17,3090,0,breakfast
40.00,20.00,12.00,20,1,do it yourself bang
40.00,20.00,12.00,20,1,custard apple
40.00,20.00,12.00,20,1,custom gaming desktop
40.85,20.00,12.08,21,1,custom cycling shoe
40.95,20.00,12.08,20,1,custom cake and cupcake
40.35,3.87,67.00,7493,0,oven
40.00,20.00,12.00,20,1,green appletini strawberry margarita
40.00,20.00,12.00,20,1,custom pikachu joycon
40.00,20.00,12.00,20,1,aircon shower hot iron
40.86,20.00,12.25,22,1,japanese curry
40.00,20.00,12.00,20,1,curry house
40.00,20.00,12.00,20,1,baptismal cupcake
40.00,20.00,12.00,20,1,cupcake cheesecake
40.00,20.00,12.00,20,1,minimalist cupcake vanilla lemon and chocolate cupcake
40.87,20.00,12.08,22,1,retro theme party
40.26,-30.00,12.00,47,0,dalgona
40.36,-13.33,12.33,101,0,skincare product
40.16,20.00,12.25,34,1,derma clinic
40.00,20.00,12.00,20,1,playstation 3 console
40.41,4.21,10.67,55,0,succulent
40.09,20.00,12.17,36,1,apple strudel
40.00,20.00,12.00,20,1,fry noodle and kimchi
40.00,20.00,12.00,20,1,mashe potato
40.00,20.00,12.00,20,1,measure cup
40.00,20.00,12.00,20,1,midnight pizza and coffee
40.00,20.00,12.00,20,1,iced café americano
40.00,20.00,12.00,20,1,tiramisu almond
40.00,20.00,12.00,20,1,fondant make up themed
40.00,20.00,12.00,20,1,frozen themed cupcake
40.00,20.00,12.00,20,1,cupsleeve photocard
40.64,960.00,12.75,912,1,cupsleeve
40.00,15.00,12.00,24,1,cake cupcake
40.42,20.00,12.08,21,1,tiramisu cake
40.08,70.00,12.75,111,1,airpod
40.62,20.00,12.08,23,1,alocasia plant
40.00,20.00,12.00,20,1,black apron
40.42,20.00,12.08,20,1,action camera
40.40,-46.67,11.67,180,0,therapy session
40.00,20.00,12.00,20,1,apple crumb pie
40.00,20.00,12.00,20,1,3d print
40.32,20.00,12.42,29,1,graham ball
40.70,20.00,12.08,26,1,fake glass
40.19,170.00,12.83,49,1,eye glass
40.25,15.00,12.67,124,1,aquarium
40.31,-36.62,-13.83,9175,0,face mask
40.25,12.86,11.50,68,0,cucumber
40.76,-80.00,11.92,20,0,green apple fruit tea
40.00,20.00,12.00,20,1,that is cube
40.00,20.00,12.00,20,1,jack daniels jose cuervo
40.03,20.00,12.08,24,1,jose cuervo
40.00,20.00,12.00,20,1,spakid
40.00,20.00,12.00,20,1,adobong tahong
40.00,20.00,12.00,20,1,acupressure massage spa
40.39,20.00,12.83,58,1,acupuncture
40.00,20.00,12.00,20,1,wine movie
40.00,20.00,12.00,20,1,massage therapy
40.27,-0.08,-328.50,111178,0,tea
39.43,20.00,12.08,22,1,crystal bottle
40.25,53.77,16.92,1997,1,therapy
40.27,-71.67,12.25,93,0,palabok
40.30,54.78,12.58,859,1,coffee shop
39.15,20.00,12.08,20,1,egg cracklet
40.48,34.29,11.75,111,1,paella
40.36,41.05,14.00,633,1,puppy
40.00,20.00,12.00,20,1,cat ear headset
40.42,0.46,10.75,935,0,dessert
40.22,4.58,11.67,9640,0,apple
40.00,20.00,12.00,20,1,die cast toy
40.00,20.00,12.00,20,1,massage café journale read art
40.30,38.29,10.33,915,1,facemask
40.00,20.00,12.00,20,1,vaccum
39.94,120.00,12.08,30,1,efficascent oil
40.16,5501.82,13.08,7160,1,lomi
40.21,21.87,3.75,9469,1,dog
40.00,20.00,12.00,20,1,cardigan sweat shirt sweater fleece jacket
40.12,-37.14,11.83,36,0,cctv
40.00,20.00,12.00,20,1,banana peel for tooth whiten
39.95,15.00,12.50,28,1,syringe
40.63,-80.00,11.92,20,0,art therapy
40.00,20.00,12.00,20,1,truffle pasta a slice of pizza and tuna sandwich
40.00,20.00,12.00,20,1,beer while kahoote
39.98,27.82,-28.25,5896,0,alarm
40.42,20.00,12.08,20,1,portable green screen
40.00,20.00,12.00,20,1,zoo york
40.25,84.45,23.08,5173,1,shoe
40.37,20.00,12.08,21,1,retail shopping
40.37,520.00,12.00,29,1,banana milk
40.00,20.00,12.00,20,1,golf equipment
40.30,-3.08,11.83,98,0,nintendo
40.00,20.00,12.00,20,1,japanese green curry
40.22,56.33,123.00,9020,1,pant
39.51,15.00,12.17,23,1,pain management
40.23,-80.00,11.92,21,0,sleep apnea
40.00,-30.00,10.42,102,0,insomnia
40.00,20.00,12.00,20,1,coffee cheesecake
40.28,-32.07,-29.25,5956,0,island
40.23,-22.70,6.92,568,0,vinyl
40.00,20.00,12.00,20,1,art flower buquoet
40.30,6.79,14.33,1576,0,beer
40.12,345.00,11.75,150,1,art mat
40.29,-55.26,-290.17,59263,0,bag
40.00,20.00,12.00,20,1,clothe drawer
40.00,20.00,12.00,20,1,print draw
40.31,37.23,14.33,5724,1,draw
40.33,163.57,25.92,39886,1,write
40.31,38.90,303.92,524038,1,art
40.10,15.00,12.67,101,1,pixel art
40.35,86.67,16.42,1192,1,cryptocurrency
40.77,-80.00,11.92,23,0,investment property
40.00,20.00,12.00,20,1,drive course
40.63,-30.00,12.08,23,0,lemon water
40.00,20.00,12.00,20,1,zinger steak butter rice coleslaw
40.11,7.50,11.58,95,0,golf course
40.00,20.00,12.00,20,1,art decoration
40.84,20.00,12.00,20,1,taylor swift new album
40.46,20.00,12.25,48,1,music album
40.74,-80.00,11.83,22,0,art fair
40.20,21.20,12.50,2102,1,condo
40.00,20.00,12.00,20,1,décor on work desk
40.71,20.00,12.08,22,1,couple necklace
40.30,8.89,11.42,165,0,peanut butter
40.39,15.00,12.58,161,1,live concert
40.00,20.00,12.00,20,1,glencrislalu this
40.28,85.61,-206.92,159167,0,cat
40.00,20.00,12.00,20,1,dessert and baked item
40.04,103.33,11.75,175,1,alarm clock
40.33,-43.64,12.92,141,0,wrestle
40.19,-72.81,-101.25,8010,0,computer
40.31,38.90,303.92,524038,1,art
40.00,20.00,12.00,20,1,couple facial
40.46,20.00,12.00,20,1,couple ring
40.00,20.00,12.00,20,1,seafood couple
40.00,20.00,12.08,25,1,online declamation
40.00,20.00,12.00,20,1,f4 art print
40.72,15.00,12.33,49,1,art portrait
40.89,20.00,12.00,20,1,couple tattoo
40.71,220.00,12.08,90,1,musical art
40.17,1.48,11.42,292,0,aircon
40.16,-34.55,11.42,553,0,parking
40.00,20.00,12.00,20,1,sign for sale
40.82,20.00,12.25,22,1,pastel deco sticker
40.49,15.00,12.08,25,1,wrist watch
40.17,17.97,2.83,4056,1,cycle
40.00,20.00,12.08,20,1,art restoration
40.00,20.00,12.00,20,1,couple only brunch
40.00,20.00,12.00,20,1,couple counselling
40.00,20.00,12.00,20,1,wrist twist
40.46,-30.00,12.33,84,0,lip tint
40.00,20.00,12.00,20,1,hair makeover
40.00,20.00,12.00,20,1,chicken corn
40.17,-80.00,12.08,22,0,corn soup
40.11,34.29,12.50,91,1,body massage
40.00,20.00,12.00,20,1,corner cafe bakery
40.00,20.00,12.00,20,1,cooking set
40.00,20.00,12.00,20,1,corn beef with sunny sideup
40.00,20.00,12.08,25,1,corndog and nachos
40.00,20.00,12.00,20,1,corndog noodle
40.04,-68.89,12.08,87,0,corndog
40.00,20.00,12.00,20,1,short hair and tattoo
40.00,20.00,12.00,20,1,plush pillow
40.16,-13.33,11.92,38,0,velvet cupcake
40.00,20.00,12.00,20,1,ascorbic acid 8 alpha arbutin 2
40.00,20.00,12.00,20,1,deku earring
40.29,4.62,10.17,546,0,mushroom
40.00,20.00,12.00,20,1,mount artwork
40.88,20.00,12.08,20,1,natural abstract artwork
40.00,20.00,12.00,20,1,adida yeezy 350 v2 yeshaya
40.00,20.00,12.00,20,1,adida yeezy boost 350 v2 zebra
40.00,20.00,12.00,20,1,asiado siopao
40.55,20.00,12.25,23,1,facial treatment
40.29,-35.17,10.42,306,0,cricket
40.04,15.00,12.25,65,1,miso soup
40.90,-60.00,11.67,24,0,zoom party
40.00,20.00,12.00,20,1,zumba class
40.00,20.00,12.00,20,1,abaca face mask
40.21,136.67,11.75,64,1,zumba
40.23,1283.96,-8.83,39698,0,bike
40.00,20.00,12.00,20,1,pancit canton with bacon and cheese
40.00,20.00,12.00,20,1,make up workshop
40.00,20.00,12.00,20,1,electric copper non stick pan and dish sterilizer with uv
40.39,195.00,12.67,30,1,coppermask
40.94,20.00,12.08,20,1,sweet delight
40.35,1220.00,12.00,114,1,copper mask
40.50,0.95,11.50,116,0,bakery
40.00,20.00,12.00,20,1,cadbury creme egg frappuccino
40.00,20.00,12.00,20,1,warhead lollipop
40.00,20.00,12.00,20,1,photobook chibi
40.00,20.00,12.00,20,1,dress pant
40.24,9.42,-6.33,10269,0,dress
40.15,-57.78,11.75,206,0,polaroid
40.00,20.00,12.00,20,1,ash blonde layer haircut
40.40,-80.00,12.33,89,0,thrift shop
40.00,20.00,12.00,20,1,coronavirus toy
40.00,20.00,12.00,20,1,cold brew coffee bean info card artwork
40.00,20.00,12.00,20,1,adida yeezy 350 v2 glow
40.00,20.00,12.00,20,1,bucket crisscut french fry
40.00,20.00,12.00,20,1,gray and black cotton tea
40.92,20.00,12.08,20,1,cotton facemask
40.11,20.00,12.67,128,1,polo barong
40.00,20.00,12.00,20,1,adida yeezy 700 v2 hospital blue
40.00,20.00,12.00,20,1,adida yeezy 350 v2 cream
40.00,20.00,12.00,20,1,adida yeezy 350 v2 earth
40.00,20.00,12.00,20,1,adida yeezy 350 v2 desert sage
